blkgrp,cbsa,blkgrps,population,households,land_acres,ht_ami,ht_80ami,ht_nmi,h_ami,h_80ami,h_nmi,t_ami,t_80ami,t_nmi,co2_per_hh_local,co2_per_acre_local,autos_per_hh_ami,autos_per_hh_80ami,autos_per_hh_nmi,vmt_per_hh_ami,vmt_per_hh_80ami,vmt_per_hh_nmi,pct_transit_commuters_ami,pct_transit_commuters_80ami,pct_transit_commuters_nmi,t_cost_ami,t_cost_80ami,t_cost_nmi,auto_ownership_cost_ami,auto_ownership_cost_80ami,auto_ownership_cost_nmi,vmt_cost_ami,vmt_cost_80ami,vmt_cost_nmi,transit_cost_ami,transit_cost_80ami,transit_cost_nmi,transit_trips_ami,transit_trips_80ami,transit_trips_nmi,compact_ndx,emp_ovrll_ndx,res_density,gross_hh_density,hh_gravity,frac_sfd,emp_gravity,emp_ndx,block_size,intersection_density,avg_block_perimeter_meters,h_cost,median_smoc,median_gross_rent,pct_owner_occupied_hu,pct_renter_occupied_hu
"""510131029021""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2487.00,1468.00,97.29,35,42,57,25,31,43,10,11,14,4.06,61.33,1.29,1,1,11903,9871,10672,31,29,31,9090,7922,7540,7361,6480,5983,1650,1368,1479,79,74,78,40,37,39,9.5,9.6,28.72,15.09,69503,0,83038,90,10,225,1001,1930,2855,1771,15,85
"""511430109002""","""Danville, VA""",1.00,1406.00,678.00,19717.77,66,78,50,31,39,22,35,40,28,9.69,0.33,1.94,2,2,23286,20868,25497,0,0,0,13235,12151,15029,10007,9257,11493,3228,2893,3533,0,1,2,0,1,2,1.9,1.5,0.09,0.03,2045,77,2005,82,121,21,2407,985,1070,702,77,23
"""515102001041""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2719.00,1082.00,181.74,33,39,53,23,28,39,10,11,14,4.71,28.05,1.30,1,1,11469,9600,10238,28,26,27,9156,8030,7584,7433,6573,6034,1590,1331,1419,133,126,131,88,84,87,9.5,9.5,10.22,5.95,67450,0,75038,90,17,142,901,1750,,1750,1,99
"""510131022002""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1753.00,606.00,29.61,29,35,47,19,24,33,10,11,14,5.33,109.10,1.30,1,1,12078,10049,10780,26,24,25,9170,7970,7591,7431,6517,6034,1674,1393,1494,65,61,64,33,30,32,9.5,9.6,23.13,20.46,68157,6,82680,90,10,190,719,1495,1882,1425,15,85
"""510594515022""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,4031.00,1365.00,172.83,32,39,52,22,28,38,10,11,14,4.72,37.26,1.30,1,1,11513,9584,10245,26,24,25,9152,8007,7593,7430,6559,6049,1596,1329,1420,126,119,124,69,65,68,9.5,9.6,6.31,7.90,69644,3,81614,90,16,168,870,1724,2706,1655,7,93
"""515102001062""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,975.00,403.00,67.91,26,31,42,16,20,28,10,11,14,4.57,27.09,1.30,1,1,11721,9756,10459,27,26,27,9178,8015,7601,7421,6538,6022,1625,1352,1449,132,125,130,87,82,86,9.6,9.6,10.66,5.93,71777,0,82787,90,10,193,824,1256,,1256,7,93
"""510131032002""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1534.00,792.00,49.30,32,38,52,22,27,38,10,11,14,3.63,58.28,1.30,1,1,12243,10118,11044,29,27,29,9188,7985,7661,7416,6513,6057,1697,1403,1530,74,69,74,37,35,37,9.3,9.8,19.02,16.07,70684,0,112636,90,16,78,1275,1691,1980,1606,23,77
"""515102007011""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,767.00,425.00,222.78,39,47,64,29,36,49,10,11,14,4.99,9.53,1.30,1,1,12906,10989,11590,25,24,24,9326,8178,7683,7417,6540,5960,1789,1523,1606,120,115,117,80,76,77,9.5,9.5,18.88,1.91,49653,1,67882,89,9,171,1131,2214,,2214,0,100
"""510594205022""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,610.00,400.00,14.28,35,42,56,25,31,42,10,11,14,4.50,125.89,1.30,1,1,13437,11319,12007,20,18,20,9363,8154,7689,7401,6495,5928,1863,1569,1664,99,90,96,54,50,53,9.4,9.6,27.28,28.00,43729,3,59843,89,14,285,1285,1887,,1887,0,100
"""517600302001""","""Richmond, VA""",1.00,2007.00,899.00,143.32,34,41,38,21,26,23,13,15,14,4.90,30.75,1.06,1,1,12093,10310,11897,23,21,24,7883,6988,7704,5766,5158,5598,1676,1429,1649,441,402,457,374,340,387,9.4,9.5,16.51,6.27,29315,11,99719,91,2,457,405,1052,1362,957,23,77
"""517600305001""","""Richmond, VA""",1.00,1390.00,946.00,426.95,38,46,42,25,31,28,13,15,14,3.71,8.23,1.09,1,1,10648,9034,10442,25,23,26,7898,7211,7739,5941,5523,5792,1476,1252,1447,481,436,500,407,369,424,9.5,9.6,14.12,2.22,28124,6,98337,91,3,373,512,1254,2734,1115,9,91
"""510594516012""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1097.00,281.00,14.43,28,33,45,18,22,31,10,11,14,5.84,113.64,1.32,1,1,12358,10367,11022,23,21,22,9382,8180,7744,7557,6640,6107,1713,1437,1527,111,103,110,61,57,61,9.5,9.5,16.84,19.47,56337,0,69395,90,14,177,1006,1373,,1373,0,100
"""510594514001""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2619.00,909.00,69.79,28,34,45,18,23,31,10,11,14,5.30,69.08,1.30,1,1,12939,11043,11743,27,26,27,9364,8126,7745,7436,6469,5984,1794,1531,1627,134,126,133,74,70,73,9.5,9.6,16.94,13.03,52131,0,71755,89,7,237,698,1394,2000,1322,11,89
"""515102004062""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2273.00,775.00,44.14,28,34,45,18,23,31,10,11,14,5.65,99.13,1.31,1,1,12583,10578,11283,29,27,28,9359,8219,7758,7474,6621,6059,1744,1466,1563,141,132,136,93,87,90,9.2,9.2,16.23,17.56,56402,0,65833,90,44,119,1751,1396,,1396,2,98
"""510131025002""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2617.00,1287.00,86.59,32,39,52,22,28,38,10,11,14,4.50,66.86,1.34,1,1,11839,10033,10702,24,23,24,9337,8138,7769,7635,6690,6224,1641,1391,1483,61,58,61,30,29,31,9.3,9.9,15.71,14.86,71337,21,114983,90,7,229,686,1698,2767,1387,23,77
"""517600205001""","""Richmond, VA""",1.00,1219.00,761.00,117.25,32,38,36,19,24,21,13,15,14,3.75,24.34,1.11,1,1,11071,9486,10859,21,20,22,7995,7066,7775,6060,5381,5856,1534,1315,1505,400,370,414,339,314,350,9.5,9.5,8.76,6.49,26867,9,85651,90,4,328,585,947,,947,1,99
"""515102007021""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,4839.00,2466.00,302.36,40,48,65,30,37,51,10,11,14,5.31,43.30,1.26,1,1,14058,12292,12972,32,30,33,9294,8137,7778,7189,6287,5823,1949,1704,1798,156,146,157,103,97,104,9.2,9.8,54.48,8.16,35976,2,65694,88,8,173,996,2289,2401,2258,22,78
"""515102012031""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2863.00,978.00,63.02,29,34,46,19,23,32,10,11,14,5.20,80.70,1.34,1,1,12103,10146,10851,23,21,23,9414,8224,7799,7627,6714,6187,1678,1406,1504,109,103,109,72,68,72,9.5,9.6,18.16,15.52,66092,6,93921,90,9,152,1353,1426,2725,1313,8,92
"""515102004052""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1913.00,791.00,57.26,28,33,45,18,22,30,10,11,14,5.33,73.59,1.32,1,1,12759,10762,11463,28,27,27,9421,8266,7811,7517,6647,6091,1769,1492,1588,136,128,131,90,85,87,9.3,9.2,31.90,13.81,56255,1,64558,90,29,88,1450,1363,,1363,4,96
"""515102001042""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1185.00,338.00,38.14,29,35,47,19,24,32,10,11,15,6.21,55.07,1.33,1,1,12378,10301,11027,23,21,22,9429,8271,7819,7604,6741,6186,1716,1428,1528,109,101,105,72,67,70,9.3,9.4,10.53,8.86,64114,0,71730,90,38,118,1803,1452,,1452,0,100
"""517600205002""","""Richmond, VA""",1.00,2848.00,2033.00,231.16,37,44,41,24,30,26,13,15,15,4.38,38.50,1.11,1,1,11560,9901,11358,20,18,21,8031,7042,7821,6053,5326,5856,1602,1372,1574,376,344,391,318,291,331,9.5,9.6,43.43,8.79,24486,4,83099,90,3,313,619,1188,,1188,6,94
"""510594205033""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,494.00,283.00,12.56,28,34,45,18,22,31,10,11,15,4.54,102.17,1.32,1,1,13588,11449,12122,19,18,19,9512,8319,7826,7534,6645,6053,1884,1587,1680,95,87,93,52,48,51,9.4,9.5,26.86,22.53,42785,6,54780,89,13,180,1069,1373,,1373,0,100
"""510594802022""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1304.00,729.00,488.10,35,43,58,25,32,43,10,11,15,5.24,7.83,1.29,1,1,14111,12291,12927,24,23,24,9438,8255,7852,7364,6441,5941,1956,1704,1791,118,111,120,65,61,66,9.3,9.9,19.46,1.49,37315,1,129043,90,9,161,883,1942,,1942,14,86
"""515102003023""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,918.00,269.00,21.69,35,42,57,25,31,43,10,11,15,5.91,73.31,1.34,1,1,12817,10720,11418,22,20,21,9534,8314,7863,7653,6731,6180,1777,1486,1582,104,97,101,69,64,67,9.7,9.4,14.41,12.40,64050,0,71616,90,4,531,592,1921,,1921,6,94
"""511710404001""",,1.00,1021.00,364.00,22736.55,61,71,56,29,36,26,32,35,30,11.24,0.18,2.23,2,2,25666,22909,26379,0,0,0,15701,13858,16061,12145,10683,12406,3557,3176,3655,0,0,0,0,0,0,0.1,3.0,0.05,0.02,2298,94,2503,82,243,5,5093,1190,1190,,94,6
"""510594516014""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1338.00,333.00,26.83,31,37,50,21,26,36,10,11,15,5.64,70.04,1.35,1,1,12601,10762,11302,19,18,20,9550,8301,7870,7709,6720,6208,1747,1492,1566,94,89,96,52,49,53,9.7,9.5,15.63,12.41,55062,3,69272,90,3,447,454,1601,,1601,3,97
"""517600301002""","""Richmond, VA""",1.00,1868.00,645.00,75.05,17,20,19,4,5,4,13,15,15,2.39,20.56,1.14,1,1,11039,9355,10831,19,17,19,8088,7107,7871,6207,5490,6004,1530,1296,1501,352,321,366,298,272,310,9.5,9.5,16.67,8.59,29293,4,97116,91,4,299,640,188,,188,0,100
"""510131031002""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2526.00,1016.00,112.20,36,43,59,26,32,44,10,11,15,5.12,46.35,1.33,1,1,12964,10802,11708,27,26,27,9446,8198,7876,7580,6635,6185,1797,1497,1622,69,65,68,35,33,34,9.5,9.6,24.69,9.05,71291,1,91251,90,6,333,783,1974,3375,1454,27,73
"""510131038001""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,3329.00,1336.00,99.72,36,43,58,26,32,44,10,11,15,5.33,71.42,1.34,1,1,12795,10738,11544,24,22,24,9485,8214,7878,7651,6669,6217,1774,1489,1600,61,57,61,30,29,31,9.6,9.6,26.47,13.40,69807,1,97194,90,3,386,651,1963,2049,1937,23,77
"""510131023022""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1159.00,373.00,30.51,30,36,49,20,25,34,10,11,15,4.93,60.26,1.36,1,1,11873,10023,10660,23,22,23,9470,8271,7879,7766,6827,6344,1646,1390,1477,58,55,58,29,28,29,9.4,9.7,12.92,12.23,72656,18,93930,90,6,273,645,1547,,1547,18,82
"""515102019002""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1055.00,538.00,95.39,43,52,70,33,41,56,10,11,15,5.40,30.43,1.26,1,1,15027,13060,13915,30,28,30,9415,8138,7888,7189,6193,5816,2083,1810,1928,143,135,144,95,89,95,9.1,9.9,11.23,5.64,41849,7,86631,89,3,374,466,2504,3169,1878,49,51
"""517100041001""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,1963.00,740.00,103.18,18,20,19,4,5,5,14,15,15,2.53,18.17,1.14,1,1,12071,10366,11742,17,16,17,8186,7108,7889,6228,5401,5968,1673,1436,1627,285,270,294,271,257,279,9.6,9.4,17.91,7.17,27853,3,69233,90,3,533,443,206,,206,3,97
"""515102001021""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,688.00,217.00,20.64,31,37,50,21,26,35,10,11,15,4.96,52.14,1.36,1,1,12409,10566,11072,21,20,20,9585,8404,7905,7765,6843,6273,1720,1465,1534,100,96,98,66,64,65,9.6,9.5,22.82,10.52,65353,13,73800,90,5,397,563,1588,,1588,0,100
"""510594712013""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1181.00,507.00,26.07,36,43,58,25,32,44,10,11,15,6.00,116.72,1.32,1,1,14628,12299,13137,13,12,13,9613,8345,7908,7521,6583,6023,2028,1705,1820,64,57,64,35,31,35,9.5,9.9,22.03,19.45,39142,4,119541,90,4,614,584,1961,3740,1662,14,86
"""510131028011""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,3253.00,1217.00,56.93,33,39,53,22,28,38,10,11,15,5.03,107.47,1.36,1,1,12124,10213,10862,23,21,23,9532,8319,7939,7793,6849,6376,1681,1416,1505,58,54,58,29,27,29,9.3,9.6,20.96,21.38,70480,19,83974,90,9,239,847,1721,1773,1709,19,81
"""517600301001""","""Richmond, VA""",1.00,857.00,454.00,91.17,19,22,21,5,7,6,14,15,15,2.03,10.09,1.15,1,1,11040,9390,10829,18,17,19,8153,7195,7941,6277,5576,6079,1530,1301,1501,346,318,361,293,269,306,9.5,9.5,23.53,4.98,29132,5,94690,91,4,318,568,262,,262,2,98
"""510131022004""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2239.00,733.00,27.12,29,35,47,19,24,33,10,11,15,5.51,148.96,1.32,1,1,13535,11008,12145,29,27,28,9504,8229,7952,7554,6635,6197,1876,1526,1683,74,68,72,37,34,36,9.2,9.7,22.52,27.03,69712,0,87538,90,14,236,964,1467,1836,1235,39,61
"""515102007033""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,712.00,393.00,23.66,53,64,87,42,53,72,10,11,15,4.69,77.99,1.30,1,1,14676,12482,13451,26,24,26,9588,8241,7960,7430,6397,5971,2035,1730,1864,123,114,124,82,76,82,9.3,9.9,21.98,16.61,37309,0,80262,88,4,453,533,3250,3250,,33,67
"""515102018021""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1194.00,514.00,43.44,61,74,102,51,63,87,10,11,15,5.32,62.94,1.30,1,1,14790,12563,13573,25,24,26,9573,8226,7963,7401,6370,5960,2050,1742,1881,122,114,123,81,76,81,9.2,9.9,15.73,11.83,40115,5,84811,89,3,501,431,3899,3899,,44,56
"""515102001063""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2273.00,1037.00,65.26,37,45,60,27,33,46,10,11,15,4.30,68.30,1.34,1,1,12518,10416,11251,26,24,26,9536,8316,7973,7675,6755,6289,1735,1444,1559,126,117,125,83,78,83,9.4,9.5,17.89,15.89,69601,3,80338,90,9,278,775,2049,2750,1852,22,78
"""510594713011""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2053.00,734.00,105.26,32,39,52,22,27,37,10,11,15,6.28,43.77,1.34,1,1,14234,12141,12868,14,13,14,9669,8444,7985,7625,6696,6131,1973,1683,1783,71,65,71,39,36,39,9.4,9.7,12.91,6.97,39804,1,95521,90,15,160,1112,1683,,1683,0,100
"""517100042002""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,723.00,254.00,43.05,19,21,20,5,6,5,14,15,15,3.48,20.53,1.17,1,1,12078,10351,11748,16,15,16,8298,7217,8000,6355,5530,6095,1674,1434,1628,269,253,277,256,241,264,9.6,9.3,12.77,5.90,26978,1,65578,90,2,515,402,223,,223,2,98
"""515102001072""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1664.00,909.00,58.96,30,35,48,19,24,33,10,11,15,4.11,63.30,1.34,1,1,12890,10649,11577,27,25,26,9587,8332,8003,7671,6736,6272,1787,1476,1604,129,120,126,86,80,84,9.5,9.5,15.82,15.42,71805,0,84014,90,8,227,765,1477,1177,1575,25,75
"""515102012033""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1624.00,398.00,39.95,33,39,53,22,28,38,10,11,15,7.22,71.91,1.35,1,1,13355,11210,12048,22,21,22,9645,8396,8011,7688,6743,6237,1851,1554,1670,106,99,105,70,66,69,9.5,9.6,24.16,9.96,58537,4,89913,90,6,256,774,1705,2725,1472,19,81
"""515102003033""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2194.00,697.00,15.30,30,36,48,19,24,33,10,11,15,5.70,259.59,1.37,1,1,12630,10718,11334,22,20,22,9684,8440,8027,7828,6857,6352,1751,1486,1571,105,97,104,69,64,69,9.5,9.3,37.83,45.55,60998,11,68824,90,8,433,656,1488,,1488,9,91
"""515102001073""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2119.00,1104.00,33.99,36,43,58,25,32,43,10,11,15,4.66,151.46,1.36,1,1,12687,10486,11371,24,22,24,9639,8386,8039,7763,6825,6348,1759,1454,1576,117,108,115,78,71,76,9.4,9.5,66.62,32.48,69970,2,82303,90,11,317,1130,1939,2120,1895,20,80
"""510131038003""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,957.00,532.00,80.60,34,41,55,23,29,40,10,11,15,4.46,29.43,1.35,1,1,13081,10767,11767,24,22,23,9601,8418,8041,7727,6869,6352,1813,1493,1631,60,57,59,30,28,29,9.0,9.7,6.79,6.60,69212,4,106774,91,40,119,2191,1797,1681,1832,23,77
"""510131017013""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,480.00,92.00,8.64,41,49,67,31,38,52,10,11,15,,,1.25,1,1,16116,13261,14845,32,30,32,9463,8044,8043,7147,6130,5906,2234,1838,2057,82,75,81,41,38,40,8.1,10.0,53.14,10.64,72978,3,174964,91,3,592,447,2354,2354,,100,0
"""510139801001""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,16.00,16.00,1209.26,,,,,,,10,12,15,,,1.38,1,1,10444,9275,9494,36,34,37,9413,8635,8051,7875,7263,6641,1448,1286,1316,91,87,94,46,43,47,9.6,10.0,0.04,0.01,69801,0,194007,91,8,211,912,,,,0,100
"""515102018014""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1100.00,755.00,75.50,35,42,57,25,31,42,10,11,15,3.87,38.68,1.31,1,1,15028,12716,13796,26,24,26,9669,8298,8058,7461,6418,6022,2083,1763,1912,124,117,124,82,77,82,9.1,9.9,55.42,10.00,41335,6,86446,89,3,356,470,1896,2726,1004,52,48
"""515102001032""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2867.00,889.00,49.13,28,33,45,17,22,30,11,11,15,5.84,105.74,1.38,1,1,12481,10432,11122,20,18,20,9695,8481,8063,7868,6946,6427,1730,1446,1541,96,89,95,64,59,63,9.4,9.4,17.97,18.09,62489,4,70645,90,16,268,1659,1342,1294,1345,6,94
"""515102004053""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1299.00,749.00,27.46,30,36,48,19,24,33,10,11,15,4.33,118.20,1.34,1,1,13335,11127,12006,29,27,28,9666,8441,8064,7678,6769,6264,1849,1543,1664,140,130,135,93,86,90,9.2,9.3,23.12,27.28,58990,0,66903,90,27,282,1508,1494,1825,1423,18,82
"""515102005002""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1368.00,766.00,53.55,28,33,44,17,21,29,11,12,15,4.29,61.36,1.38,1,1,12856,10836,11473,17,16,17,9744,8508,8066,7877,6928,6394,1782,1502,1590,84,78,82,56,52,54,9.6,9.3,20.97,14.31,59644,1,68974,90,11,95,885,1320,,1320,0,100
"""510594516013""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1499.00,292.00,34.41,29,34,46,18,23,31,11,12,15,6.94,58.91,1.37,1,1,12973,11092,11664,20,19,20,9732,8523,8072,7835,6892,6359,1798,1538,1616,99,94,96,54,52,53,9.4,9.5,11.87,8.49,57770,14,71589,90,11,278,723,1400,,1400,5,95
"""515102016001""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1114.00,570.00,57.90,42,50,68,31,39,53,10,11,15,5.49,54.09,1.31,1,1,14713,12894,13632,25,23,25,9623,8325,8087,7464,6426,6077,2040,1787,1889,119,111,122,79,74,80,8.8,9.9,20.19,9.84,43966,21,89671,89,4,354,538,2400,2854,1989,48,52
"""515102004051""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1937.00,701.00,99.91,31,38,51,21,26,36,11,12,15,5.87,41.16,1.35,1,1,13530,11320,12132,26,24,25,9724,8564,8089,7723,6877,6287,1876,1569,1681,126,118,121,83,78,80,9.3,9.1,9.92,7.02,53198,0,64372,91,25,58,1335,1613,,1613,7,93
"""510594616012""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2087.00,934.00,80.79,37,44,60,26,33,45,11,12,15,5.52,63.76,1.36,1,1,13500,11849,12335,24,22,24,9739,8506,8089,7752,6755,6262,1871,1643,1709,115,109,118,64,60,65,9.5,9.1,23.71,11.56,35248,7,52295,90,4,322,729,2018,3230,1890,10,90
"""510131038002""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,847.00,396.00,38.21,33,39,53,22,28,38,10,11,15,4.33,44.83,1.36,1,1,13262,10986,11952,24,22,23,9683,8455,8097,7783,6875,6381,1838,1523,1656,61,57,59,31,29,30,9.2,9.6,14.39,10.36,67784,6,100120,91,13,201,1151,1725,1942,1644,27,73
"""510131035011""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,920.00,697.00,44.80,36,43,59,26,32,44,10,11,15,3.36,52.34,1.30,1,1,15053,12327,13750,33,31,33,9606,8241,8107,7434,6454,6119,2087,1709,1905,85,78,83,43,39,42,8.8,9.9,32.25,15.56,67031,0,132006,91,5,529,1130,1989,2145,1595,72,28
"""510131027012""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,457.00,237.00,46.13,53,65,88,42,53,73,11,12,15,3.20,16.47,1.39,1,1,12066,10168,10862,24,23,24,9696,8536,8128,7962,7068,6562,1673,1410,1505,62,59,60,31,29,30,9.1,9.7,7.23,5.14,74506,23,93313,90,15,250,1234,3269,3269,,21,79
"""518100402003""","""Virginia Beach-Norfolk-Newport News, VA-NC""",1.00,1015.00,518.00,53.86,37,43,39,21,26,23,16,17,17,5.46,52.55,1.32,1,1,14673,12677,14349,8,8,8,9373,8193,9065,7176,6280,6906,2033,1757,1988,164,156,171,156,149,163,9.5,9.3,12.13,9.62,25869,7,39057,88,3,713,473,1015,856,1033,10,90
"""515102007032""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,982.00,624.00,70.76,33,40,54,23,28,39,11,11,15,5.00,44.06,1.34,1,1,14947,12796,13689,21,19,21,9810,8477,8135,7638,6611,6138,2072,1774,1897,99,93,100,66,61,66,9.4,9.9,16.92,8.82,32429,1,67812,88,4,423,674,1731,2192,1579,25,75
"""515102001022""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,2650.00,957.00,150.83,30,36,48,19,24,33,11,12,15,5.66,35.88,1.38,1,1,13136,11037,11782,20,18,19,9784,8582,8153,7869,6963,6429,1821,1530,1633,94,89,91,62,59,60,9.2,9.4,15.52,6.34,62970,5,71898,90,25,152,1166,1485,,1485,8,92
"""510594202022""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,274.00,179.00,20.03,33,40,53,22,28,38,11,12,15,5.09,45.50,1.37,1,1,14176,12047,12698,20,18,19,9871,8687,8156,7810,6927,6305,1965,1670,1760,96,90,92,53,49,51,9.4,9.0,27.96,8.93,42704,7,55402,90,10,415,1091,1722,,1722,0,100
"""510131014021""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1103.00,413.00,69.17,36,43,58,25,31,43,11,12,15,5.42,32.34,1.42,1,1,11460,10033,10417,25,24,25,9742,8601,8178,8090,7150,6671,1589,1391,1444,63,60,63,31,30,32,8.5,9.9,14.68,5.97,68972,61,125174,90,6,269,642,1926,2250,1769,33,67
"""515102014004""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1199.00,597.00,54.88,27,32,43,16,20,28,11,11,15,5.27,57.38,1.35,1,1,14030,12248,12912,23,22,24,9779,8472,8182,7723,6668,6278,1945,1698,1789,112,106,115,74,70,76,8.6,9.9,10.86,10.88,48698,42,94355,89,2,490,421,1240,,1240,49,51
"""515102014002""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,755.00,387.00,54.38,34,41,56,24,30,41,11,12,15,5.26,37.42,1.36,1,1,14441,12213,13064,20,19,20,9851,8559,8191,7752,6775,6286,2002,1693,1810,97,91,94,64,60,62,9.2,9.9,11.96,7.12,51203,15,87808,89,5,306,610,1826,2717,1459,29,71
"""510131019001""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,890.00,362.00,61.28,45,54,74,34,43,59,11,11,15,5.16,30.46,1.36,1,1,13627,11568,12489,28,27,28,9708,8433,8195,7747,6762,6394,1889,1604,1731,72,68,71,36,34,35,8.6,10.0,51.08,5.91,76725,32,150094,91,4,376,566,2640,3250,1639,62,38
"""511959312003""","""Big Stone Gap, VA""",1.00,283.00,0.00,19.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,,0.00,0.00,,,,,,,1053,,,,,
"""517600404001""","""Richmond, VA""",1.00,1888.00,1109.00,67.79,40,47,44,26,32,28,14,15,15,4.09,66.96,1.15,1,1,12520,10608,12335,21,19,21,8407,7326,8199,6282,5499,6087,1735,1470,1709,389,357,402,330,302,340,9.4,9.4,33.91,16.36,31840,6,80875,91,4,414,472,1280,3022,894,18,82
"""510030109022""","""Charlottesville, VA""",1.00,1202.00,0.00,38.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,,0.00,0.00,,,,,,,1762,,,,,
"""515102012034""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1987.00,809.00,123.84,34,41,55,23,29,40,11,12,15,5.12,33.42,1.37,1,1,13503,11181,12155,21,19,21,9789,8584,8209,7816,6942,6425,1872,1550,1684,100,92,99,66,61,66,9.0,9.7,7.52,6.53,58976,3,94880,90,31,72,2421,1784,1670,1814,21,79
"""510594917021""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1405.00,651.00,66.01,33,40,54,22,28,38,11,12,15,6.41,63.19,1.37,1,1,14702,12598,13290,13,11,13,9937,8670,8212,7837,6868,6308,2038,1746,1842,63,56,63,35,31,35,9.4,9.6,28.10,9.86,32060,1,64066,89,9,214,1183,1726,,1726,0,100
"""515102005003""","""Washington-Arlington-Alexandria, DC-VA-MD-WV""",1.00,1412.00,624.00,46.91,29,34,46,18,22,30,11,12,15,4.86,64.66,1.40,1,1,13331,11227,11938,17,16,17,9919,8660,8238,7989,7029,6504,1848,1556,1654,82,75,80,54,50,53,9.5,9.3,17.76,13.30,57360,0,66963,90,12,217,989,1369,,1369,3,97
