"","CT2","FIPS","Geographic Area Name","Tpop","Accees to Care","Education","Employment Access","Labor Force Participation","Population Density","Walkability","Spatial Segregation","Income Inequality","Affordability","Environmental","Food Access","Townsend","Incarceration","Mobility","County","LifeExpectancy"
"127","51149850200",0.176,"Census Tract 8502, Prince George County, Virginia",0.383,0.927,0.5,0.025,0.776,0.018,0.684,0.61,0.822,0.526,0.74,0.652,0.532,0.996,0.615,"Prince George County",0.571
"128","51650010504",0.774,"Census Tract 105.04, Hampton city, Virginia",0.261,0.944,0.415,0.09,0.474,0.033,0.358,0.436,0.403,0.632,0.769,0.728,0.532,0.903,0.698,"Hampton city",0.639
"129","51630000400",0.75,"Census Tract 4, Fredericksburg city, Virginia",0.246,0.947,0.481,0.072,0.688,0.034,0.632,0.916,0.528,0.75,0.677,0.78,0.533,0.724,0.801,"Fredericksburg city",0.52
"130","51760040400",0.905,"Census Tract 404, Richmond city, Virginia",0.244,0.943,0.689,0.359,0.596,0.176,0.589,0.942,0.285,0.539,0.495,0.945,0.533,0.977,0.631,"Richmond city",0.642
"131","51003010901",0.002,"Census Tract 109.01, Albemarle County, Virginia",0.115,0.99,0.764,0.094,0.31,0.026,0.595,0.887,0.435,0.671,0.801,0.892,0.534,0.989,0.478,"Albemarle County",0.578
"132","51760060200",0.905,"Census Tract 602, Richmond city, Virginia",0.161,0.881,0.406,0.172,0.607,0.041,0.642,0.515,0.533,0.658,0.588,0.774,0.534,0.372,0.744,"Richmond city",0.328
"133","51510200104",0.607,"Census Tract 2001.04, Alexandria city, Virginia",0.258,0.887,0.547,0.314,0.792,0.114,0.395,0.722,0.716,0.75,0.594,0.76,0.535,0.941,0.688,NA,0.587
"134","51730810500",0.869,"Census Tract 8105, Petersburg city, Virginia",0.197,0.927,0.425,0.029,0.516,0.016,0.395,0.539,0.567,0.671,0.762,0.872,0.535,0.669,0.84,"Petersburg city",0.358
"135","51760020501",0.905,"Census Tract 205.01, Richmond city, Virginia",0.208,0.966,0.642,0.377,0.894,0.083,0.411,0.754,0.681,0.697,0.509,0.928,0.535,0.91,0.695,"Richmond city",0.203
"136","51670820300",0.797,"Census Tract 8203, Hopewell city, Virginia",0.174,0.974,0.387,0.04,0.652,0.02,0.537,0.851,0.59,0.724,0.496,0.905,0.536,0.529,0.9,"Hopewell city",0.49
"137","51041100107",0.048,"Census Tract 1001.07, Chesterfield County, Virginia",0.155,0.937,0.443,0.126,0.703,0.021,0.437,0.769,0.555,0.658,0.693,0.84,0.537,0.917,0.679,"Chesterfield County",0.497
"138","51041100806",0.048,"Census Tract 1008.06, Chesterfield County, Virginia",0.222,0.866,0.321,0.056,0.653,0.04,0.332,0.717,0.629,0.618,0.707,0.997,0.538,0.871,0.813,"Chesterfield County",0.436
"139","51059451502",0.069,"Census Tract 4515.02, Fairfax County, Virginia",0.32,0.876,0.604,0.347,0.691,0.062,0.737,0.891,0.597,0.724,0.586,0.993,0.54,0.975,0.843,"Fairfax County",0.743
"140","51740212000",0.881,"Census Tract 2120, Portsmouth city, Virginia",0.091,0.937,0.377,0.142,0.647,0.036,0.489,0.693,0.706,0.645,0.593,0.915,0.54,0.496,0.886,NA,0.404
"141","51700030900",0.833,"Census Tract 309, Newport News city, Virginia",0.128,0.904,0.377,0.151,0.536,0.033,0.405,0.592,0.59,0.684,0.759,0.79,0.541,0.862,0.796,"Newport News city",0.48
"142","51700031902",0.833,"Census Tract 319.02, Newport News city, Virginia",0.245,0.983,0.528,0.088,0.676,0.028,0.868,0.817,0.547,0.592,0.811,0.996,0.541,0.929,0.788,"Newport News city",0.632
"143","51660000302",0.785,"Census Tract 3.02, Harrisonburg city, Virginia",0.343,0.886,0.425,0.075,0.612,0.035,0.947,0.769,0.61,0.632,0.76,0.999,0.542,0.828,0.674,"Harrisonburg city",0.794
"144","51137110200",0.162,"Census Tract 1102, Orange County, Virginia",0.321,0.901,0.425,0.012,0.632,0.002,0.537,0.888,0.701,0.632,0.884,0.686,0.542,0.9,0.841,"Orange County",0.514
"145","51770002501",0.917,"Census Tract 25.01, Roanoke city, Virginia",0.128,0.921,0.274,0.132,0.599,0.021,0.537,0.61,0.595,0.75,0.704,0.699,0.542,0.262,0.858,"Roanoke city",0.324
"146","51087200153",0.103,"Census Tract 2001.53, Henrico County, Virginia",0.254,0.897,0.491,0.119,0.742,0.094,0.642,0.933,0.518,0.684,0.712,0.98,0.543,0.95,0.904,"Henrico County",0.679
"147","51059452700",0.069,"Census Tract 4527, Fairfax County, Virginia",0.33,0.885,0.425,0.309,0.639,0.105,0.805,0.775,0.547,0.737,0.632,0.8,0.544,0.94,0.864,"Fairfax County",0.757
"148","51800065302",0.952,"Census Tract 653.02, Suffolk city, Virginia",0.118,0.951,0.358,0.042,0.595,0.044,0.621,0.788,0.49,0.632,0.816,0.863,0.545,0.362,0.764,"Suffolk city",0.392
"149","51650010900",0.774,"Census Tract 109, Hampton city, Virginia",0.132,0.943,0.434,0.061,0.554,0.034,0.384,0.708,0.561,0.632,0.788,0.872,0.546,0.766,0.811,"Hampton city",0.385
"150","51013102002",0.014,"Census Tract 1020.02, Arlington County, Virginia",0.092,0.945,0.651,0.6,0.932,0.196,0.326,0.946,0.644,0.724,0.585,0.96,0.546,0.968,0.76,NA,0.712
"151","51700032128",0.833,"Census Tract 321.28, Newport News city, Virginia",0.236,0.901,0.481,0.142,0.726,0.052,0.658,0.826,0.631,0.671,0.76,0.902,0.547,0.904,0.8,"Newport News city",0.439
"152","51059480204",0.069,"Census Tract 4802.04, Fairfax County, Virginia",0.22,0.998,0.755,0.537,0.838,0.355,0.332,0.745,0.646,0.684,0.672,0.979,0.547,0.99,0.697,"Fairfax County",0.635
"153","51087200417",0.103,"Census Tract 2004.17, Henrico County, Virginia",0.128,0.919,0.481,0.214,0.724,0.053,0.674,0.948,0.756,0.737,0.675,0.893,0.547,0.873,0.754,"Henrico County",0.561
"154","51013101409",0.014,"Census Tract 1014.09, Arlington County, Virginia",0.125,0.996,0.717,0.556,0.745,0.398,0.7,0.901,0.715,0.697,0.591,0.997,0.548,0.991,0.668,"Arlington County",0.662
"155","51059420503",0.069,"Census Tract 4205.03, Fairfax County, Virginia",0.216,0.961,0.632,0.283,0.811,0.128,0.605,0.905,0.64,0.711,0.618,0.941,0.548,0.954,0.724,"Fairfax County",0.804
"156","51700031701",0.833,"Census Tract 317.01, Newport News city, Virginia",0.262,0.921,0.462,0.092,0.441,0.044,0.516,0.911,0.452,0.592,0.84,0.961,0.549,0.966,0.599,"Newport News city",0.726
"157","51059452801",0.069,"Census Tract 4528.01, Fairfax County, Virginia",0.321,0.901,0.528,0.345,0.683,0.245,0.789,0.738,0.515,0.724,0.588,0.975,0.549,0.971,0.842,"Fairfax County",0.801
"158","51550020300",0.654,"Census Tract 203, Chesapeake city, Virginia",0.094,0.938,0.396,0.137,0.565,0.027,0.526,0.707,0.493,0.697,0.637,0.477,0.549,0.612,0.886,"Chesapeake city",0.392
"159","51013102003",0.014,"Census Tract 1020.03, Arlington County, Virginia",0.257,0.942,0.575,0.539,0.705,0.167,0.747,0.945,0.373,0.763,0.61,0.996,0.55,0.954,0.695,"Arlington County",0.682
"160","51001090402",0,"Census Tract 904.02, Accomack County, Virginia",0.244,0.868,0.264,0.004,0.497,0.001,0.274,0.837,0.478,0.408,0.935,0.525,0.55,0.818,0.879,"Accomack County",0.547
"161","51143010301",0.169,"Census Tract 103.01, Pittsylvania County, Virginia",0.086,0.969,0.226,0.001,0.45,0,0.016,0.888,0.501,0.474,0.866,0.972,0.55,0.772,0.968,"Pittsylvania County",0.503
"162","51760060400",0.905,"Census Tract 604, Richmond city, Virginia",0.354,0.901,0.406,0.142,0.539,0.059,0.937,0.396,0.619,0.671,0.641,0.963,0.551,0.552,0.833,NA,0.424
"163","51153901403",0.181,"Census Tract 9014.03, Prince William County, Virginia",0.435,0.903,0.481,0.119,0.669,0.057,0.895,0.746,0.719,0.75,0.7,0.999,0.551,0.967,0.849,"Prince William County",0.672
"164","51153901419",0.181,"Census Tract 9014.19, Prince William County, Virginia",0.267,0.894,0.34,0.117,0.763,0.155,0.421,0.792,0.552,0.724,0.712,0.996,0.551,0.953,0.804,"Prince William County",0.605
"165","51059421701",0.069,"Census Tract 4217.01, Fairfax County, Virginia",0.313,0.899,0.311,0.107,0.783,0.145,0.516,0.641,0.649,0.737,0.717,0.977,0.552,0.951,0.849,NA,0.629
"166","51510200408",0.607,"Census Tract 2004.08, Alexandria city, Virginia",0.152,0.866,0.613,0.273,0.772,0.097,0.384,0.828,0.584,0.75,0.552,0.972,0.552,0.955,0.825,NA,0.625
"167","51760040201",0.905,"Census Tract 402.01, Richmond city, Virginia",0.145,0.915,0.5,0.39,0.614,0.101,0.395,0.836,0.626,0.711,0.419,0.97,0.552,0.935,0.558,NA,0.531
"168","51740212801",0.881,"Census Tract 2128.01, Portsmouth city, Virginia",0.311,0.908,0.377,0.069,0.641,0.048,0.905,0.628,0.686,0.645,0.758,0.869,0.554,0.751,0.808,"Portsmouth city",0.405
"169","51510200500",0.607,"Census Tract 2005, Alexandria city, Virginia",0.264,0.926,0.575,0.298,0.834,0.14,0.616,0.807,0.582,0.803,0.577,0.989,0.554,0.978,0.714,"Alexandria city",0.591
"170","51760011000",0.905,"Census Tract 110, Richmond city, Virginia",0.188,0.932,0.396,0.255,0.6,0.057,0.526,0.482,0.589,0.645,0.583,0.688,0.554,0.537,0.855,"Richmond city",0.213
"171","51107610505",0.126,"Census Tract 6105.05, Loudoun County, Virginia",0.41,0.874,0.368,0.099,0.796,0.129,0.8,0.925,0.611,0.737,0.677,0.964,0.556,0.925,0.88,"Loudoun County",0.605
"172","51680000500",0.809,"Census Tract 5, Lynchburg city, Virginia",0.037,0.924,0.623,0.067,0.942,0.02,0.2,0.866,0.387,0.645,0.76,0.913,0.556,0.879,0.422,NA,0.542
"173","51810044005",0.964,"Census Tract 440.05, Virginia Beach city, Virginia",0.15,0.916,0.566,0.073,0.838,0.086,0.632,0.936,0.722,0.645,0.802,0.842,0.557,0.911,0.646,"Virginia Beach city",0.541
"174","51059481101",0.069,"Census Tract 4811.01, Fairfax County, Virginia",0.161,0.948,0.698,0.313,0.873,0.067,0.342,0.724,0.841,0.711,0.676,0.995,0.557,1,0.755,NA,0.694
"175","51153901102",0.181,"Census Tract 9011.02, Prince William County, Virginia",0.195,0.961,0.557,0.029,0.836,0.006,0.474,0.886,0.813,0.711,0.771,0.733,0.557,1,0.686,NA,0.611
"176","51810040200",0.964,"Census Tract 402, Virginia Beach city, Virginia",0.345,0.894,0.349,0.134,0.649,0.038,0.826,0.691,0.643,0.645,0.761,0.929,0.557,0.771,0.743,"Virginia Beach city",0.416
"177","51660000101",0.785,"Census Tract 1.01, Harrisonburg city, Virginia",0.311,0.916,0.406,0.072,0.775,0.063,0.853,0.926,0.463,0.605,0.723,0.924,0.558,0.667,0.746,"Harrisonburg city",0.466
"178","51009010505",0.01,"Census Tract 105.05, Amherst County, Virginia",0.072,0.938,0.274,0.053,0.558,0.004,0.405,0.897,0.669,0.618,0.77,0.928,0.558,0.548,0.945,"Amherst County",0.348
"179","51760070803",0.905,"Census Tract 708.03, Richmond city, Virginia",0.305,0.891,0.33,0.083,0.541,0.033,0.568,0.41,0.544,0.671,0.695,0.98,0.558,0.717,0.827,"Richmond city",0.466
"180","51059451501",0.069,"Census Tract 4515.01, Fairfax County, Virginia",0.333,0.956,0.462,0.327,0.702,0.105,0.895,0.826,0.565,0.737,0.629,0.967,0.558,0.966,0.888,"Fairfax County",0.659
"181","51800065401",0.952,"Census Tract 654.01, Suffolk city, Virginia",0.13,0.941,0.396,0.035,0.684,0.036,0.405,0.634,0.625,0.605,0.808,0.867,0.559,0.291,0.785,"Suffolk city",0.348
"182","51760021200",0.905,"Census Tract 212, Richmond city, Virginia",0.117,0.937,0.387,0.098,0.702,0.043,0.332,0.578,0.633,0.671,0.603,0.521,0.559,0.448,0.771,"Richmond city",0.551
"183","51013102804",0.014,"Census Tract 1028.04, Arlington County, Virginia",0.274,0.874,0.434,0.375,0.796,0.176,0.632,0.844,0.637,0.724,0.584,0.993,0.559,0.989,0.828,"Arlington County",0.77
"184","51041100212",0.048,"Census Tract 1002.12, Chesterfield County, Virginia",0.37,0.894,0.387,0.057,0.694,0.087,0.384,0.436,0.744,0.658,0.728,0.78,0.56,0.865,0.798,"Chesterfield County",0.622
"185","51760010202",0.905,"Census Tract 102.02, Richmond city, Virginia",0.139,0.977,0.642,0.223,0.445,0.02,0.642,0.954,0.606,0.645,0.515,0.914,0.56,0.939,0.859,"Richmond city",0.541
"186","51009010506",0.01,"Census Tract 105.06, Amherst County, Virginia",0.11,0.945,0.406,0.027,0.557,0.003,0.342,0.955,0.69,0.579,0.808,0.939,0.561,0.811,0.895,"Amherst County",0.348
"187","51117930202",0.138,"Census Tract 9302.02, Mecklenburg County, Virginia",0.104,0.936,0.377,0.008,0.626,0.001,0.537,0.826,0.573,0.618,0.833,0.823,0.561,0.686,0.975,"Mecklenburg County",0.564
"188","51087200412",0.103,"Census Tract 2004.12, Henrico County, Virginia",0.146,0.908,0.415,0.152,0.76,0.051,0.395,0.875,0.679,0.711,0.672,0.729,0.561,0.827,0.554,"Henrico County",0.557
"189","51590000600",0.702,"Census Tract 6, Danville city, Virginia",0.14,0.984,0.396,0.059,0.411,0.026,0.747,0.734,0.555,0.566,0.728,0.99,0.561,0.491,0.938,"Danville city",0.355
"190","51013101805",0.014,"Census Tract 1018.05, Arlington County, Virginia",0.276,0.953,0.811,0.749,0.902,0.842,0.658,0.85,0.842,0.658,0.521,0.994,0.561,0.989,0.602,"Arlington County",0.655
"191","51760010800",0.905,"Census Tract 108, Richmond city, Virginia",0.309,0.896,0.377,0.139,0.582,0.076,0.658,0.211,0.574,0.658,0.639,0.765,0.562,0.448,0.863,"Richmond city",0.291
"192","51147930101",0.174,"Census Tract 9301.01, Prince Edward County, Virginia",0.202,0.958,0.406,0.011,0.458,0.005,0.537,0.853,0.49,0.526,0.874,0.999,0.562,0.864,0.836,"Prince Edward County",0.409
"193","51670820700",0.797,"Census Tract 8207, Hopewell city, Virginia",0.179,0.918,0.34,0.036,0.648,0.03,0.068,0.697,0.689,0.697,0.639,0.944,0.563,0.634,0.669,"Hopewell city",0.466
"194","51059440503",0.069,"Census Tract 4405.03, Fairfax County, Virginia",0.343,0.952,0.708,0.197,0.572,0.054,0.411,0.873,0.536,0.645,0.716,0.998,0.563,1,0.694,NA,0.709
"195","51710002600",0.845,"Census Tract 26, Norfolk city, Virginia",0.26,0.932,0.66,0.142,0.6,0.113,0.695,0.777,0.533,0.658,0.713,0.863,0.564,0.891,0.424,"Norfolk city",0.666
"196","51770001200",0.917,"Census Tract 12, Roanoke city, Virginia",0.203,0.925,0.519,0.163,0.654,0.041,0.695,0.945,0.505,0.684,0.67,0.695,0.565,0.693,0.727,"Roanoke city",0.439
"197","51570830200",0.678,"Census Tract 8302, Colonial Heights city, Virginia",0.221,0.93,0.406,0.044,0.481,0.028,0.526,0.92,0.483,0.658,0.697,0.98,0.566,0.939,0.79,"Colonial Heights city",0.432
"198","51810044006",0.964,"Census Tract 440.06, Virginia Beach city, Virginia",0.202,0.936,0.557,0.07,0.688,0.082,0.674,0.86,0.65,0.618,0.785,0.842,0.566,0.911,0.762,"Virginia Beach city",0.541
"199","51041100410",0.048,"Census Tract 1004.10, Chesterfield County, Virginia",0.138,0.965,0.453,0.041,0.552,0.024,0.211,0.951,0.569,0.658,0.759,0.603,0.566,0.822,0.784,NA,0.539
"200","51700030300",0.833,"Census Tract 303, Newport News city, Virginia",0.365,0.887,0.406,0.062,0.653,0.047,0.905,0.27,0.576,0.671,0.801,0.919,0.567,0.544,0.887,"Newport News city",0.426
"201","51059451602",0.069,"Census Tract 4516.02, Fairfax County, Virginia",0.174,0.87,0.538,0.293,0.737,0.07,0.463,0.91,0.491,0.671,0.631,0.934,0.567,0.972,0.916,"Fairfax County",0.676
"202","51059416200",0.069,"Census Tract 4162, Fairfax County, Virginia",0.317,0.987,0.613,0.074,0.665,0.011,0.542,0.804,0.796,0.566,0.749,0.714,0.567,0.992,0.687,"Fairfax County",0.679
"203","51089010100",0.105,"Census Tract 101, Henry County, Virginia",0.222,0.913,0.33,0.015,0.588,0.008,0.658,0.925,0.661,0.421,0.753,0.823,0.567,0.793,0.96,"Henry County",0.459
"204","51510200406",0.607,"Census Tract 2004.06, Alexandria city, Virginia",0.301,0.926,0.575,0.281,0.718,0.288,0.853,0.747,0.77,0.763,0.495,0.971,0.568,0.963,0.643,"Alexandria city",0.72
"205","51770002400",0.917,"Census Tract 24, Roanoke city, Virginia",0.274,0.894,0.425,0.095,0.657,0.045,0.568,0.452,0.577,0.618,0.727,0.614,0.568,0.548,0.903,"Roanoke city",0.375
"206","51087200418",0.103,"Census Tract 2004.18, Henrico County, Virginia",0.214,0.91,0.453,0.198,0.753,0.071,0.411,0.848,0.679,0.632,0.675,0.893,0.568,0.865,0.635,"Henrico County",0.561
"207","51153901702",0.181,"Census Tract 9017.02, Prince William County, Virginia",0.273,0.828,0.283,0.09,0.736,0.059,0.721,0.93,0.869,0.684,0.747,0.734,0.569,0.906,0.884,"Prince William County",0.47
"208","51059471301",0.069,"Census Tract 4713.01, Fairfax County, Virginia",0.264,0.962,0.632,0.404,0.783,0.144,0.747,0.677,0.717,0.697,0.628,0.973,0.569,0.995,0.696,"Fairfax County",0.686
"209","51153900901",0.181,"Census Tract 9009.01, Prince William County, Virginia",0.398,0.879,0.396,0.044,0.759,0.062,0.853,0.571,0.598,0.737,0.761,0.943,0.569,0.903,0.849,"Prince William County",0.527
"210","51760071002",0.905,"Census Tract 710.02, Richmond city, Virginia",0.259,0.897,0.462,0.117,0.681,0.038,0.695,0.563,0.713,0.645,0.703,0.979,0.57,0.686,0.789,"Richmond city",0.517
"211","51041100907",0.048,"Census Tract 1009.07, Chesterfield County, Virginia",0.154,0.952,0.472,0.108,0.554,0.011,0.458,0.969,0.669,0.487,0.713,0.73,0.57,0.917,0.772,"Chesterfield County",0.581
"212","51059491202",0.069,"Census Tract 4912.02, Fairfax County, Virginia",0.11,0.903,0.594,0.145,0.782,0.047,0.342,0.695,0.769,0.737,0.621,0.999,0.571,0.981,0.663,NA,0.639
"213","51740212400",0.881,"Census Tract 2124, Portsmouth city, Virginia",0.241,0.916,0.387,0.081,0.609,0.062,0.853,0.598,0.631,0.697,0.682,0.951,0.572,0.721,0.821,"Portsmouth city",0.348
"214","51013101803",0.014,"Census Tract 1018.03, Arlington County, Virginia",0.298,0.935,0.679,0.675,0.843,0.128,0.921,0.829,0.549,0.684,0.514,0.998,0.572,0.992,0.803,"Arlington County",0.591
"215","51590001100",0.702,"Census Tract 11, Danville city, Virginia",0.076,0.974,0.349,0.043,0.488,0.006,0.121,0.82,0.57,0.526,0.738,0.952,0.572,0.556,0.923,"Danville city",0.297
"216","51770000100",0.917,"Census Tract 1, Roanoke city, Virginia",0.217,0.938,0.387,0.073,0.491,0.022,0.753,0.533,0.62,0.605,0.743,0.924,0.572,0.707,0.883,"Roanoke city",0.449
"217","51800075103",0.952,"Census Tract 751.03, Suffolk city, Virginia",0.215,0.93,0.472,0.055,0.741,0.037,0.579,0.592,0.467,0.566,0.533,0.971,0.573,0.85,0.762,"Suffolk city",0.443
"218","51185020900",0.219,"Census Tract 209, Tazewell County, Virginia",0.135,0.951,0.377,0.005,0.359,0.001,0.221,0.774,0.565,0.461,0.889,0.831,0.573,0.725,0.944,"Tazewell County",0.5
"219","51087200700",0.103,"Census Tract 2007, Henrico County, Virginia",0.228,0.911,0.519,0.147,0.603,0.045,0.905,0.908,0.528,0.632,0.597,0.995,0.574,0.81,0.824,"Henrico County",0.622
"220","51013101407",0.014,"Census Tract 1014.07, Arlington County, Virginia",0.233,0.997,0.783,0.58,0.932,1,0.542,0.863,0.688,0.697,0.613,0.997,0.575,1,0.668,"Arlington County",0.649
"221","51700032212",0.833,"Census Tract 322.12, Newport News city, Virginia",0.208,0.904,0.425,0.068,0.645,0.059,0.684,0.694,0.548,0.658,0.755,0.901,0.575,0.83,0.891,"Newport News city",0.51
"222","51059481102",0.069,"Census Tract 4811.02, Fairfax County, Virginia",0.241,0.919,0.717,0.301,0.812,0.183,0.553,0.592,0.758,0.671,0.698,0.92,0.577,0.995,0.652,NA,0.697
"223","51153901101",0.181,"Census Tract 9011.01, Prince William County, Virginia",0.141,0.953,0.575,0.03,0.891,0.027,0.695,0.833,0.515,0.789,0.733,0.733,0.577,0.945,0.641,NA,0.637
"224","51760040600",0.905,"Census Tract 406, Richmond city, Virginia",0.122,0.968,0.679,0.27,0.794,0.133,0.353,0.897,0.654,0.658,0.511,1,0.579,1,0.562,NA,0.581
"225","51540000501",0.642,"Census Tract 5.01, Charlottesville city, Virginia",0.287,0.903,0.481,0.156,0.647,0.09,0.589,0.779,0.575,0.697,0.791,0.805,0.581,0.715,0.776,"Charlottesville city",0.503
"226","51510200301",0.607,"Census Tract 2003.01, Alexandria city, Virginia",0.207,0.916,0.613,0.324,0.843,0.284,0.395,0.754,0.615,0.724,0.549,0.958,0.581,0.97,0.672,"Alexandria city",0.642
"227","51059422000",0.069,"Census Tract 4220, Fairfax County, Virginia",0.251,0.911,0.594,0.139,0.676,0.025,0.3,0.718,0.538,0.592,0.661,0.966,0.582,1,0.833,"Fairfax County",0.699
"228","51037930101",0.043,"Census Tract 9301.01, Charlotte County, Virginia",0.178,0.936,0.349,0.003,0.56,0,0.474,0.925,0.588,0.368,0.891,0.843,0.582,0.801,0.924,"Charlotte County",0.574
"229","51013103405",0.014,"Census Tract 1034.05, Arlington County, Virginia",0.201,0.964,0.783,0.597,0.846,0.222,0.779,0.888,0.711,0.684,0.395,0.948,0.583,1,0.619,"Arlington County",0.818
"230","51187020400",0.222,"Census Tract 204, Warren County, Virginia",0.335,0.889,0.396,0.027,0.663,0.021,0.826,0.718,0.67,0.803,0.798,0.826,0.583,0.822,0.872,"Warren County",0.507
"231","51830370200",0.988,"Census Tract 3702, Williamsburg city, Virginia",0.181,0.878,0.5,0.038,0.647,0.033,0.726,0.955,0.674,0.592,0.828,0.883,0.583,0.739,0.77,"Williamsburg city",0.716
"232","51710000300",0.845,"Census Tract 3, Norfolk city, Virginia",0.189,0.927,0.5,0.037,0.683,0.043,0.853,0.937,0.654,0.592,0.702,0.961,0.584,0.827,0.771,"Norfolk city",0.507
"233","51670820600",0.797,"Census Tract 8206, Hopewell city, Virginia",0.328,0.953,0.349,0.032,0.556,0.024,0.826,0.651,0.589,0.711,0.693,0.755,0.584,0.691,0.778,"Hopewell city",0.5
"234","51650011300",0.774,"Census Tract 113, Hampton city, Virginia",0.133,0.94,0.406,0.058,0.649,0.072,0.616,0.764,0.569,0.658,0.78,0.88,0.585,0.713,0.733,"Hampton city",0.351
"235","51650010316",0.774,"Census Tract 103.16, Hampton city, Virginia",0.26,0.984,0.528,0.097,0.678,0.075,0.542,0.585,0.658,0.671,0.779,0.858,0.585,0.924,0.703,"Hampton city",0.416
"236","51770000500",0.917,"Census Tract 5, Roanoke city, Virginia",0.305,0.88,0.34,0.099,0.731,0.032,0.984,0.856,0.672,0.618,0.688,0.798,0.585,0.77,0.823,"Roanoke city",0.399
"237","51710000400",0.845,"Census Tract 4, Norfolk city, Virginia",0.21,0.899,0.481,0.032,0.752,0.061,0.516,0.931,0.5,0.632,0.679,0.696,0.585,0.826,0.72,"Norfolk city",0.52
"238","51760010900",0.905,"Census Tract 109, Richmond city, Virginia",0.184,0.885,0.406,0.17,0.663,0.036,0.789,0.402,0.5,0.645,0.613,0.997,0.585,0.47,0.855,"Richmond city",0.389
"239","51041100405",0.048,"Census Tract 1004.05, Chesterfield County, Virginia",0.136,0.866,0.311,0.062,0.728,0.025,0.447,0.867,0.784,0.645,0.647,0.71,0.586,0.779,0.803,"Chesterfield County",0.52
"240","51640070102",0.762,"Census Tract 701.02, Galax city, Virginia",0.158,0.882,0.396,0.014,0.554,0.006,0.437,0.796,0.366,0.342,0.872,0.941,0.586,0.887,0.791,"Galax city",0.483
"241","51760071003",0.905,"Census Tract 710.03, Richmond city, Virginia",0.151,0.996,0.481,0.126,0.695,0.047,0.647,0.556,0.749,0.737,0.699,0.996,0.586,0.767,0.819,"Richmond city",0.395
"242","51059421600",0.069,"Census Tract 4216, Fairfax County, Virginia",0.412,0.931,0.358,0.119,0.752,0.229,0.595,0.595,0.615,0.724,0.695,0.854,0.587,0.944,0.895,"Fairfax County",0.537
"243","51650010314",0.774,"Census Tract 103.14, Hampton city, Virginia",0.136,0.95,0.472,0.073,0.685,0.008,0.605,0.772,0.575,0.592,0.783,0.774,0.587,0.805,0.806,"Hampton city",0.49
"244","51590000200",0.702,"Census Tract 2, Danville city, Virginia",0.246,0.938,0.368,0.04,0.496,0.015,0.763,0.734,0.644,0.487,0.734,0.927,0.587,0.731,0.861,"Danville city",0.429
"245","51121020202",0.143,"Census Tract 202.02, Montgomery County, Virginia",0.182,0.939,0.519,0.034,0.435,0.013,0.095,0.871,0.501,0.632,0.81,0.646,0.587,0.842,0.791,"Montgomery County",0.581
